order,edge_id,u,v,nominal_forecast,deviation_abs,covered_by_pi,rho_implied,robust_cost_component
129,17062,4286,4386,3.668621508527265,0.1287686912074566,True,0.0,0.0
130,17458,4386,4387,3.7257475449550927,0.0095610481194228,True,0.0,0.0
131,17464,4387,4487,3.823294286832181,0.0374088697084,True,0.0,0.0
132,17862,4487,4587,3.922231987724708,0.2184388003458393,True,0.0,0.0
133,18258,4587,4588,4.0595070633878585,0.3370142772217672,True,0.0,0.0
134,18264,4588,4688,4.175337184128597,0.527795109674579,True,0.0,0.0
135,18662,4688,4788,4.248551995411079,0.5735566484315893,True,0.0,0.0
136,19060,4788,4888,4.27927858651158,0.5288772782102082,True,0.0,0.0
137,19456,4888,4889,4.26561389871617,0.4636150484051899,True,0.0,0.0
138,19462,4889,4989,4.161626459661292,0.7059928873871115,True,0.0,0.0
139,19858,4989,4990,3.984202659199482,0.668138941448452,True,0.0,0.0
140,19864,4990,5090,3.7679358651699673,0.7777992111087526,True,0.0,0.0
141,20260,5090,5091,3.4476823661484532,0.7127869785350738,True,0.0,0.0
142,20266,5091,5191,3.1263103022569365,0.6345973814337822,True,0.0,0.0
143,20662,5191,5192,2.7472963736957317,0.505625850726144,True,0.0,0.0
144,20668,5192,5292,2.3831532570296385,0.2792063585758328,True,0.0,0.0
145,21064,5292,5293,2.071190507690019,0.1638138543638678,True,0.0,0.0
146,21068,5293,5294,1.7515489167737326,0.1075305250544373,True,0.0,0.0
147,21074,5294,5394,1.5844175198487291,0.3211782918137655,True,0.0,0.0
148,21470,5394,5395,1.4126058861088884,0.2685923502923086,True,0.0,0.0
149,21476,5395,5495,1.3739758775244917,0.3739758775244914,True,0.0,0.0
150,21872,5495,5496,1.4257618702687145,0.0744856365075055,True,0.0,0.0
151,21876,5496,5497,1.483845468917649,0.0315318128261812,True,0.0,0.0
152,21882,5497,5597,1.6458461581653494,0.2559622167484734,True,0.0,0.0
153,22278,5597,5598,1.7871103155179586,0.5428364371780616,True,0.0,0.0
154,22284,5598,5698,1.90026030773605,0.986803090551643,False,0.031700913425990906,0.031700913425990906
155,22682,5698,5798,2.1391262811078047,1.0182795802244722,False,0.06317740309882014,0.06317740309882014
156,23078,5798,5799,2.497269596940389,0.8627016937359224,True,0.0,0.0
157,23082,5799,5899,2.4863088141601484,1.0975399223581657,False,0.14243774523251362,0.14243774523251362
158,23480,5899,5999,2.8877391465587685,0.5865115110165893,True,0.0,0.0
159,23878,5999,6099,3.356583364660002,0.1225424570997155,True,0.0,0.0
160,24276,6099,6199,3.877549304041626,0.1619951375409254,True,0.0,0.0
161,24674,6199,6299,4.424508556937488,0.2258569999156829,True,0.0,0.0
162,25072,6299,6399,4.95201556689271,0.1268196039464495,True,0.0,0.0
163,25470,6399,6499,5.400370620185866,0.0242624962455657,True,0.0,0.0
164,25868,6499,6599,5.712439884503726,0.1276527187699487,True,0.0,0.0
165,26266,6599,6699,5.853639488634911,0.1381658989342025,True,0.0,0.0
166,26664,6699,6799,5.824921108085209,0.0703459311713681,True,0.0,0.0
167,27062,6799,6899,5.662471580998897,0.0253351409620981,True,0.0,0.0
168,27460,6899,6999,5.424463705524987,0.093312111606151,True,0.0,0.0
169,27858,6999,7099,5.170970669711844,0.0948931191791828,True,0.0,0.0
170,28256,7099,7199,4.945602282603997,0.0192880826402896,True,0.0,0.0
171,28654,7199,7299,4.766048767428007,0.1112802702139665,True,0.0,0.0
172,29052,7299,7399,4.626635978325936,0.2417663393672544,True,0.0,0.0
173,29450,7399,7499,4.510977040555314,0.2967804903154469,True,0.0,0.0
174,29848,7499,7599,4.408592627261145,0.2109593724249805,True,0.0,0.0
175,30246,7599,7699,4.327415752827638,0.0307446774009774,True,0.0,0.0
176,30644,7699,7799,4.295361191325463,0.3661245644304327,True,0.0,0.0
177,31042,7799,7899,4.348648125181032,0.6665938390467221,True,0.0,0.0
178,31440,7899,7999,4.5108941746146725,0.7908293624484686,True,0.0,0.0
179,31838,7999,8099,4.772370956908501,0.6566356301703831,True,0.0,0.0
180,32236,8099,8199,5.080221415013075,0.2887278606988133,True,0.0,0.0
181,32634,8199,8299,5.34644184204943,0.1898861886684004,True,0.0,0.0
182,33032,8299,8399,5.472428074035281,0.6211835431390798,True,0.0,0.0
183,33430,8399,8499,5.380796713900837,0.8927499417927116,True,0.0,0.0
184,33828,8499,8599,5.041390850649723,0.986862850336224,False,0.031760673210571966,0.031760673210571966
185,34226,8599,8699,4.481047845689734,0.9706337196773402,False,0.015531542551688204,0.015531542551688204
186,34624,8699,8799,3.774381028868505,0.93941577754909,True,0.0,0.0
187,35022,8799,8899,3.021218475771358,0.955102177125652,True,0.0,0.0
188,35420,8899,8999,2.320982543254657,1.0196109248045715,False,0.06450874767891945,0.06450874767891945
189,35818,8999,9099,1.7532584599340526,1.0943487118305828,False,0.13924653470493076,0.13924653470493076
190,36216,9099,9199,1.3686391517891,1.142185232259783,False,0.18708305513413093,0.18708305513413093
191,36614,9199,9299,1.1884284131651748,1.1553217518956365,False,0.20021957476998442,0.20021957476998442
192,37012,9299,9399,1.2089278588690802,1.1491178746800974,False,0.19401569755444537,0.19401569755444537
193,37410,9399,9499,1.406553998158503,1.1333947715917216,False,0.1782925944660696,0.1782925944660696
194,37808,9499,9599,1.7422419320999554,1.0927405948875473,False,0.13763841776189523,0.13763841776189523
195,38206,9599,9699,2.1651755900417786,0.9995432470971028,False,0.04444106997145081,0.04444106997145081
196,38604,9699,9799,2.6163452192023193,0.8538739354080107,True,0.0,0.0
197,39002,9799,9899,3.0326906546962955,0.716984583710929,True,0.0,0.0
198,39400,9899,9999,3.353170283878834,0.7034403440894681,True,0.0,0.0
