node_id,x,y
639,9,21
640,10,21
641,11,21
642,12,21
643,13,21
644,14,21
645,15,21
646,16,21
647,17,21
648,18,21
649,19,21
650,20,21
651,21,21
652,22,21
653,23,21
654,24,21
655,25,21
656,26,21
657,27,21
658,28,21
659,29,21
660,0,22
661,1,22
662,2,22
663,3,22
664,4,22
665,5,22
666,6,22
667,7,22
668,8,22
669,9,22
670,10,22
671,11,22
672,12,22
673,13,22
674,14,22
675,15,22
676,16,22
677,17,22
678,18,22
679,19,22
680,20,22
681,21,22
682,22,22
683,23,22
684,24,22
685,25,22
686,26,22
687,27,22
688,28,22
689,29,22
690,0,23
691,1,23
692,2,23
693,3,23
694,4,23
695,5,23
696,6,23
697,7,23
698,8,23
699,9,23
700,10,23
701,11,23
702,12,23
703,13,23
704,14,23
705,15,23
706,16,23
707,17,23
708,18,23
709,19,23
710,20,23
711,21,23
712,22,23
713,23,23
714,24,23
715,25,23
716,26,23
717,27,23
718,28,23
719,29,23
720,0,24
721,1,24
722,2,24
723,3,24
724,4,24
725,5,24
726,6,24
727,7,24
728,8,24
729,9,24
730,10,24
731,11,24
732,12,24
733,13,24
734,14,24
735,15,24
736,16,24
737,17,24
738,18,24
739,19,24
740,20,24
741,21,24
742,22,24
743,23,24
744,24,24
745,25,24
746,26,24
747,27,24
748,28,24
749,29,24
750,0,25
751,1,25
752,2,25
753,3,25
754,4,25
755,5,25
756,6,25
757,7,25
758,8,25
759,9,25
760,10,25
761,11,25
762,12,25
763,13,25
764,14,25
765,15,25
766,16,25
767,17,25
768,18,25
769,19,25
770,20,25
771,21,25
772,22,25
773,23,25
774,24,25
775,25,25
776,26,25
777,27,25
778,28,25
779,29,25
780,0,26
781,1,26
782,2,26
783,3,26
784,4,26
785,5,26
786,6,26
787,7,26
788,8,26
789,9,26
790,10,26
791,11,26
792,12,26
793,13,26
794,14,26
795,15,26
796,16,26
797,17,26
798,18,26
799,19,26
800,20,26
801,21,26
802,22,26
803,23,26
804,24,26
805,25,26
806,26,26
807,27,26
808,28,26
809,29,26
810,0,27
811,1,27
812,2,27
813,3,27
814,4,27
815,5,27
816,6,27
817,7,27
818,8,27
819,9,27
820,10,27
821,11,27
822,12,27
823,13,27
824,14,27
825,15,27
826,16,27
827,17,27
828,18,27
829,19,27
830,20,27
831,21,27
832,22,27
833,23,27
834,24,27
835,25,27
836,26,27
837,27,27
838,28,27
839,29,27
840,0,28
841,1,28
842,2,28
843,3,28
844,4,28
845,5,28
846,6,28
847,7,28
848,8,28
849,9,28
850,10,28
851,11,28
852,12,28
853,13,28
854,14,28
855,15,28
856,16,28
857,17,28
858,18,28
859,19,28
860,20,28
861,21,28
862,22,28
863,23,28
864,24,28
865,25,28
866,26,28
867,27,28
868,28,28
869,29,28
870,0,29
871,1,29
872,2,29
873,3,29
874,4,29
875,5,29
876,6,29
877,7,29
878,8,29
879,9,29
880,10,29
881,11,29
882,12,29
883,13,29
884,14,29
885,15,29
886,16,29
887,17,29
888,18,29
889,19,29
890,20,29
891,21,29
892,22,29
893,23,29
894,24,29
895,25,29
896,26,29
897,27,29
898,28,29
899,29,29
