node_id,x,y
639,39,15
640,0,16
641,1,16
642,2,16
643,3,16
644,4,16
645,5,16
646,6,16
647,7,16
648,8,16
649,9,16
650,10,16
651,11,16
652,12,16
653,13,16
654,14,16
655,15,16
656,16,16
657,17,16
658,18,16
659,19,16
660,20,16
661,21,16
662,22,16
663,23,16
664,24,16
665,25,16
666,26,16
667,27,16
668,28,16
669,29,16
670,30,16
671,31,16
672,32,16
673,33,16
674,34,16
675,35,16
676,36,16
677,37,16
678,38,16
679,39,16
680,0,17
681,1,17
682,2,17
683,3,17
684,4,17
685,5,17
686,6,17
687,7,17
688,8,17
689,9,17
690,10,17
691,11,17
692,12,17
693,13,17
694,14,17
695,15,17
696,16,17
697,17,17
698,18,17
699,19,17
700,20,17
701,21,17
702,22,17
703,23,17
704,24,17
705,25,17
706,26,17
707,27,17
708,28,17
709,29,17
710,30,17
711,31,17
712,32,17
713,33,17
714,34,17
715,35,17
716,36,17
717,37,17
718,38,17
719,39,17
720,0,18
721,1,18
722,2,18
723,3,18
724,4,18
725,5,18
726,6,18
727,7,18
728,8,18
729,9,18
730,10,18
731,11,18
732,12,18
733,13,18
734,14,18
735,15,18
736,16,18
737,17,18
738,18,18
739,19,18
740,20,18
741,21,18
742,22,18
743,23,18
744,24,18
745,25,18
746,26,18
747,27,18
748,28,18
749,29,18
750,30,18
751,31,18
752,32,18
753,33,18
754,34,18
755,35,18
756,36,18
757,37,18
758,38,18
759,39,18
760,0,19
761,1,19
762,2,19
763,3,19
764,4,19
765,5,19
766,6,19
767,7,19
768,8,19
769,9,19
770,10,19
771,11,19
772,12,19
773,13,19
774,14,19
775,15,19
776,16,19
777,17,19
778,18,19
779,19,19
780,20,19
781,21,19
782,22,19
783,23,19
784,24,19
785,25,19
786,26,19
787,27,19
788,28,19
789,29,19
790,30,19
791,31,19
792,32,19
793,33,19
794,34,19
795,35,19
796,36,19
797,37,19
798,38,19
799,39,19
800,0,20
801,1,20
802,2,20
803,3,20
804,4,20
805,5,20
806,6,20
807,7,20
808,8,20
809,9,20
810,10,20
811,11,20
812,12,20
813,13,20
814,14,20
815,15,20
816,16,20
817,17,20
818,18,20
819,19,20
820,20,20
821,21,20
822,22,20
823,23,20
824,24,20
825,25,20
826,26,20
827,27,20
828,28,20
829,29,20
830,30,20
831,31,20
832,32,20
833,33,20
834,34,20
835,35,20
836,36,20
837,37,20
838,38,20
839,39,20
840,0,21
841,1,21
842,2,21
843,3,21
844,4,21
845,5,21
846,6,21
847,7,21
848,8,21
849,9,21
850,10,21
851,11,21
852,12,21
853,13,21
854,14,21
855,15,21
856,16,21
857,17,21
858,18,21
859,19,21
860,20,21
861,21,21
862,22,21
863,23,21
864,24,21
865,25,21
866,26,21
867,27,21
868,28,21
869,29,21
870,30,21
871,31,21
872,32,21
873,33,21
874,34,21
875,35,21
876,36,21
877,37,21
878,38,21
879,39,21
880,0,22
881,1,22
882,2,22
883,3,22
884,4,22
885,5,22
886,6,22
887,7,22
888,8,22
889,9,22
890,10,22
891,11,22
892,12,22
893,13,22
894,14,22
895,15,22
896,16,22
897,17,22
898,18,22
899,19,22
900,20,22
901,21,22
902,22,22
903,23,22
904,24,22
905,25,22
906,26,22
907,27,22
908,28,22
909,29,22
910,30,22
911,31,22
912,32,22
913,33,22
914,34,22
915,35,22
916,36,22
917,37,22
918,38,22
919,39,22
920,0,23
921,1,23
922,2,23
923,3,23
924,4,23
925,5,23
926,6,23
927,7,23
928,8,23
929,9,23
930,10,23
931,11,23
932,12,23
933,13,23
934,14,23
935,15,23
936,16,23
937,17,23
938,18,23
939,19,23
940,20,23
941,21,23
942,22,23
943,23,23
944,24,23
945,25,23
946,26,23
947,27,23
948,28,23
949,29,23
950,30,23
951,31,23
952,32,23
953,33,23
954,34,23
955,35,23
956,36,23
957,37,23
958,38,23
959,39,23
960,0,24
961,1,24
962,2,24
963,3,24
964,4,24
965,5,24
966,6,24
967,7,24
968,8,24
969,9,24
970,10,24
971,11,24
972,12,24
973,13,24
974,14,24
975,15,24
976,16,24
977,17,24
978,18,24
979,19,24
980,20,24
981,21,24
982,22,24
983,23,24
984,24,24
985,25,24
986,26,24
987,27,24
988,28,24
989,29,24
990,30,24
991,31,24
992,32,24
993,33,24
994,34,24
995,35,24
996,36,24
997,37,24
998,38,24
999,39,24
1000,0,25
1001,1,25
1002,2,25
1003,3,25
1004,4,25
1005,5,25
1006,6,25
1007,7,25
1008,8,25
1009,9,25
1010,10,25
1011,11,25
1012,12,25
1013,13,25
1014,14,25
1015,15,25
1016,16,25
1017,17,25
1018,18,25
1019,19,25
1020,20,25
1021,21,25
1022,22,25
1023,23,25
1024,24,25
1025,25,25
1026,26,25
1027,27,25
1028,28,25
1029,29,25
1030,30,25
1031,31,25
1032,32,25
1033,33,25
1034,34,25
1035,35,25
1036,36,25
1037,37,25
1038,38,25
1039,39,25
1040,0,26
1041,1,26
1042,2,26
1043,3,26
1044,4,26
1045,5,26
1046,6,26
1047,7,26
1048,8,26
1049,9,26
1050,10,26
1051,11,26
1052,12,26
1053,13,26
1054,14,26
1055,15,26
1056,16,26
1057,17,26
1058,18,26
1059,19,26
1060,20,26
1061,21,26
1062,22,26
1063,23,26
1064,24,26
1065,25,26
1066,26,26
1067,27,26
1068,28,26
1069,29,26
1070,30,26
1071,31,26
1072,32,26
1073,33,26
1074,34,26
1075,35,26
1076,36,26
1077,37,26
1078,38,26
1079,39,26
1080,0,27
1081,1,27
1082,2,27
1083,3,27
1084,4,27
1085,5,27
1086,6,27
1087,7,27
1088,8,27
1089,9,27
1090,10,27
1091,11,27
1092,12,27
1093,13,27
1094,14,27
1095,15,27
1096,16,27
1097,17,27
1098,18,27
1099,19,27
1100,20,27
1101,21,27
1102,22,27
1103,23,27
1104,24,27
1105,25,27
1106,26,27
1107,27,27
1108,28,27
1109,29,27
1110,30,27
1111,31,27
1112,32,27
1113,33,27
1114,34,27
1115,35,27
1116,36,27
1117,37,27
1118,38,27
1119,39,27
1120,0,28
1121,1,28
1122,2,28
1123,3,28
1124,4,28
1125,5,28
1126,6,28
1127,7,28
1128,8,28
1129,9,28
1130,10,28
1131,11,28
1132,12,28
1133,13,28
1134,14,28
1135,15,28
1136,16,28
1137,17,28
1138,18,28
1139,19,28
1140,20,28
1141,21,28
1142,22,28
1143,23,28
1144,24,28
1145,25,28
1146,26,28
1147,27,28
1148,28,28
1149,29,28
1150,30,28
1151,31,28
1152,32,28
1153,33,28
1154,34,28
1155,35,28
1156,36,28
1157,37,28
1158,38,28
1159,39,28
1160,0,29
1161,1,29
1162,2,29
1163,3,29
1164,4,29
1165,5,29
1166,6,29
1167,7,29
1168,8,29
1169,9,29
1170,10,29
1171,11,29
1172,12,29
1173,13,29
1174,14,29
1175,15,29
1176,16,29
1177,17,29
1178,18,29
1179,19,29
1180,20,29
1181,21,29
1182,22,29
1183,23,29
1184,24,29
1185,25,29
1186,26,29
1187,27,29
1188,28,29
1189,29,29
1190,30,29
1191,31,29
1192,32,29
1193,33,29
1194,34,29
1195,35,29
1196,36,29
1197,37,29
1198,38,29
1199,39,29
1200,0,30
1201,1,30
1202,2,30
1203,3,30
1204,4,30
1205,5,30
1206,6,30
1207,7,30
1208,8,30
1209,9,30
1210,10,30
1211,11,30
1212,12,30
1213,13,30
1214,14,30
1215,15,30
1216,16,30
1217,17,30
1218,18,30
1219,19,30
1220,20,30
1221,21,30
1222,22,30
1223,23,30
1224,24,30
1225,25,30
1226,26,30
1227,27,30
1228,28,30
1229,29,30
1230,30,30
1231,31,30
1232,32,30
1233,33,30
1234,34,30
1235,35,30
1236,36,30
1237,37,30
1238,38,30
1239,39,30
1240,0,31
1241,1,31
1242,2,31
1243,3,31
1244,4,31
1245,5,31
1246,6,31
1247,7,31
1248,8,31
1249,9,31
1250,10,31
1251,11,31
1252,12,31
1253,13,31
1254,14,31
1255,15,31
1256,16,31
1257,17,31
1258,18,31
1259,19,31
1260,20,31
1261,21,31
1262,22,31
1263,23,31
1264,24,31
1265,25,31
1266,26,31
1267,27,31
1268,28,31
1269,29,31
1270,30,31
1271,31,31
1272,32,31
1273,33,31
1274,34,31
1275,35,31
1276,36,31
1277,37,31
1278,38,31
1279,39,31
1280,0,32
1281,1,32
1282,2,32
1283,3,32
1284,4,32
1285,5,32
1286,6,32
1287,7,32
1288,8,32
1289,9,32
1290,10,32
1291,11,32
1292,12,32
1293,13,32
1294,14,32
1295,15,32
1296,16,32
1297,17,32
1298,18,32
1299,19,32
1300,20,32
1301,21,32
1302,22,32
1303,23,32
1304,24,32
1305,25,32
1306,26,32
1307,27,32
1308,28,32
1309,29,32
1310,30,32
1311,31,32
1312,32,32
1313,33,32
1314,34,32
1315,35,32
1316,36,32
1317,37,32
1318,38,32
1319,39,32
1320,0,33
1321,1,33
1322,2,33
1323,3,33
1324,4,33
1325,5,33
1326,6,33
1327,7,33
1328,8,33
1329,9,33
1330,10,33
1331,11,33
1332,12,33
1333,13,33
1334,14,33
1335,15,33
1336,16,33
1337,17,33
1338,18,33
1339,19,33
1340,20,33
1341,21,33
1342,22,33
1343,23,33
1344,24,33
1345,25,33
1346,26,33
1347,27,33
1348,28,33
1349,29,33
1350,30,33
1351,31,33
1352,32,33
1353,33,33
1354,34,33
1355,35,33
1356,36,33
1357,37,33
1358,38,33
1359,39,33
1360,0,34
1361,1,34
1362,2,34
1363,3,34
1364,4,34
1365,5,34
1366,6,34
1367,7,34
1368,8,34
1369,9,34
1370,10,34
1371,11,34
1372,12,34
1373,13,34
1374,14,34
1375,15,34
1376,16,34
1377,17,34
1378,18,34
1379,19,34
1380,20,34
1381,21,34
1382,22,34
1383,23,34
1384,24,34
1385,25,34
1386,26,34
1387,27,34
1388,28,34
1389,29,34
1390,30,34
1391,31,34
1392,32,34
1393,33,34
1394,34,34
1395,35,34
1396,36,34
1397,37,34
1398,38,34
1399,39,34
1400,0,35
1401,1,35
1402,2,35
1403,3,35
1404,4,35
1405,5,35
1406,6,35
1407,7,35
1408,8,35
1409,9,35
1410,10,35
1411,11,35
1412,12,35
1413,13,35
1414,14,35
1415,15,35
1416,16,35
1417,17,35
1418,18,35
1419,19,35
1420,20,35
1421,21,35
1422,22,35
1423,23,35
1424,24,35
1425,25,35
1426,26,35
1427,27,35
1428,28,35
1429,29,35
1430,30,35
1431,31,35
1432,32,35
1433,33,35
1434,34,35
1435,35,35
1436,36,35
1437,37,35
1438,38,35
1439,39,35
1440,0,36
1441,1,36
1442,2,36
1443,3,36
1444,4,36
1445,5,36
1446,6,36
1447,7,36
1448,8,36
1449,9,36
1450,10,36
1451,11,36
1452,12,36
1453,13,36
1454,14,36
1455,15,36
1456,16,36
1457,17,36
1458,18,36
1459,19,36
1460,20,36
1461,21,36
1462,22,36
1463,23,36
1464,24,36
1465,25,36
1466,26,36
1467,27,36
1468,28,36
1469,29,36
1470,30,36
1471,31,36
1472,32,36
1473,33,36
1474,34,36
1475,35,36
1476,36,36
1477,37,36
1478,38,36
1479,39,36
1480,0,37
1481,1,37
1482,2,37
1483,3,37
1484,4,37
1485,5,37
1486,6,37
1487,7,37
1488,8,37
1489,9,37
1490,10,37
1491,11,37
1492,12,37
1493,13,37
1494,14,37
1495,15,37
1496,16,37
1497,17,37
1498,18,37
1499,19,37
1500,20,37
1501,21,37
1502,22,37
1503,23,37
1504,24,37
1505,25,37
1506,26,37
1507,27,37
1508,28,37
1509,29,37
1510,30,37
1511,31,37
1512,32,37
1513,33,37
1514,34,37
1515,35,37
1516,36,37
1517,37,37
1518,38,37
1519,39,37
1520,0,38
1521,1,38
1522,2,38
1523,3,38
1524,4,38
1525,5,38
1526,6,38
1527,7,38
1528,8,38
1529,9,38
1530,10,38
1531,11,38
1532,12,38
1533,13,38
1534,14,38
1535,15,38
1536,16,38
1537,17,38
1538,18,38
1539,19,38
1540,20,38
1541,21,38
1542,22,38
1543,23,38
1544,24,38
1545,25,38
1546,26,38
1547,27,38
1548,28,38
1549,29,38
1550,30,38
1551,31,38
1552,32,38
1553,33,38
1554,34,38
1555,35,38
1556,36,38
1557,37,38
1558,38,38
1559,39,38
1560,0,39
1561,1,39
1562,2,39
1563,3,39
1564,4,39
1565,5,39
1566,6,39
1567,7,39
1568,8,39
1569,9,39
1570,10,39
1571,11,39
1572,12,39
1573,13,39
1574,14,39
1575,15,39
1576,16,39
1577,17,39
1578,18,39
1579,19,39
1580,20,39
1581,21,39
1582,22,39
1583,23,39
1584,24,39
1585,25,39
1586,26,39
1587,27,39
1588,28,39
1589,29,39
1590,30,39
1591,31,39
1592,32,39
1593,33,39
1594,34,39
1595,35,39
1596,36,39
1597,37,39
1598,38,39
1599,39,39
