start,end,cost,source,color_code
37,22,7.878015726076256,forecast,grey
37,36,8.670259148164767,forecast,grey
37,38,7.777062034158533,forecast,grey
37,52,7.777062034158533,forecast,grey
38,23,6.704481445038853,forecast,grey
38,37,7.777062034158533,forecast,grey
38,39,6.670078492486135,forecast,grey
38,53,6.670078492486135,forecast,grey
39,24,5.401254656079262,forecast,grey
39,38,6.670078492486135,forecast,grey
39,40,5.447143897887977,forecast,grey
39,54,5.447143897887977,forecast,grey
40,25,4.1084839606174555,forecast,grey
40,39,5.447143897887977,forecast,grey
40,41,4.240747304051122,forecast,grey
40,55,4.240747304051122,forecast,grey
41,26,2.96546042926077,forecast,grey
41,40,4.240747304051122,forecast,grey
41,42,3.182394769123189,forecast,grey
41,56,3.182394769123189,forecast,grey
42,27,1.2486390017861924,actual,red
42,41,3.182394769123189,forecast,grey
42,43,1.5322974857113811,actual,red
42,57,2.365884661207689,forecast,grey
43,28,1.0,actual,red
43,42,1.5322974857113811,actual,red
43,44,1.2930878949936837,actual,red
43,58,1.2930878949936837,actual,red
44,29,1.243423551364557,actual,red
44,43,1.2930878949936837,actual,red
44,59,1.5654091515804267,actual,red
45,30,9.862286572188385,forecast,grey
45,46,9.774489908528542,forecast,grey
45,60,9.774489908528542,forecast,grey
46,31,9.891065482386,forecast,grey
46,45,9.774489908528542,forecast,grey
46,47,9.764228834105314,forecast,grey
46,61,9.764228834105314,forecast,grey
47,32,9.913881927330216,forecast,grey
47,46,9.764228834105314,forecast,grey
47,48,9.72330938793118,forecast,grey
47,62,9.72330938793118,forecast,grey
48,33,9.870607949606445,forecast,grey
48,47,9.72330938793118,forecast,grey
48,49,9.614234118636288,forecast,grey
48,63,9.614234118636288,forecast,grey
49,34,9.690032489460023,forecast,grey
49,48,9.614234118636288,forecast,grey
49,50,9.388077509576048,forecast,grey
49,64,9.388077509576048,forecast,grey
50,35,9.305291347808424,forecast,grey
50,49,9.388077509576048,forecast,grey
50,51,8.9931492090389,forecast,grey
50,65,8.9931492090389,forecast,grey
51,36,8.670259148164767,forecast,grey
51,50,8.9931492090389,forecast,grey
51,52,8.389017224579343,forecast,grey
51,66,8.389017224579343,forecast,grey
52,37,7.777062034158533,forecast,grey
52,51,8.389017224579343,forecast,grey
52,53,7.565613630475196,forecast,grey
52,67,7.565613630475196,forecast,grey
53,38,6.670078492486135,forecast,grey
53,52,7.565613630475196,forecast,grey
53,54,6.560422958289459,forecast,grey
53,68,6.560422958289459,forecast,grey
54,39,5.447143897887977,forecast,grey
54,53,6.560422958289459,forecast,grey
54,55,5.462105370124579,forecast,grey
54,69,5.462105370124579,forecast,grey
55,40,4.240747304051122,forecast,grey
55,54,5.462105370124579,forecast,grey
55,56,4.392406214295033,forecast,grey
55,70,4.392406214295033,forecast,grey
56,41,3.182394769123189,forecast,grey
56,55,4.392406214295033,forecast,grey
56,57,3.4702094111859467,forecast,grey
56,71,3.4702094111859467,forecast,grey
57,42,2.365884661207689,forecast,grey
57,56,3.4702094111859467,forecast,grey
57,58,2.7748915046260123,forecast,grey
57,72,2.7748915046260123,forecast,grey
58,43,1.2930878949936837,actual,red
58,57,2.7748915046260123,forecast,grey
58,59,1.8436177495022792,actual,red
58,73,1.8436177495022792,actual,red
59,44,1.5654091515804267,actual,red
59,58,1.8436177495022792,actual,red
59,74,2.1983273709908313,actual,red
60,45,9.774489908528542,forecast,grey
60,61,9.471348041228133,forecast,grey
60,75,9.471348041228133,forecast,grey
61,46,9.764228834105314,forecast,grey
61,60,9.471348041228133,forecast,grey
61,62,9.426388112371106,forecast,grey
61,76,9.426388112371106,forecast,grey
62,47,9.72330938793118,forecast,grey
62,61,9.426388112371106,forecast,grey
62,63,9.329218918040269,forecast,grey
62,77,9.329218918040269,forecast,grey
63,48,9.614234118636288,forecast,grey
63,62,9.329218918040269,forecast,grey
63,64,9.163362437443055,forecast,grey
63,78,9.163362437443055,forecast,grey
64,49,9.388077509576048,forecast,grey
64,63,9.163362437443055,forecast,grey
64,65,8.901286332895324,forecast,grey
64,79,8.901286332895324,forecast,grey
65,50,8.9931492090389,forecast,grey
65,64,8.901286332895324,forecast,grey
65,66,8.507171906235499,forecast,grey
65,80,8.507171906235499,forecast,grey
66,51,8.389017224579343,forecast,grey
66,65,8.507171906235499,forecast,grey
66,67,7.94868557142533,forecast,grey
66,81,7.94868557142533,forecast,grey
67,52,7.565613630475196,forecast,grey
67,66,7.94868557142533,forecast,grey
67,68,7.216885600920315,forecast,grey
67,82,7.216885600920315,forecast,grey
68,53,6.560422958289459,forecast,grey
68,67,7.216885600920315,forecast,grey
68,69,6.345146047986207,forecast,grey
68,83,6.345146047986207,forecast,grey
69,54,5.462105370124579,forecast,grey
69,68,6.345146047986207,forecast,grey
69,70,5.413658065185758,forecast,grey
69,84,5.413658065185758,forecast,grey
70,55,4.392406214295033,forecast,grey
70,69,5.413658065185758,forecast,grey
70,71,4.531094294371751,forecast,grey
70,85,4.531094294371751,forecast,grey
71,56,3.4702094111859467,forecast,grey
71,70,4.531094294371751,forecast,grey
71,72,3.7984317373512666,forecast,grey
71,86,3.7984317373512666,forecast,grey
72,57,2.7748915046260123,forecast,grey
72,71,3.7984317373512666,forecast,grey
72,73,3.273497193946214,forecast,grey
72,87,3.273497193946214,forecast,grey
73,58,1.8436177495022792,actual,red
73,72,3.273497193946214,forecast,grey
73,74,2.5936043585157016,actual,red
73,88,2.5936043585157016,actual,red
74,59,2.1983273709908313,actual,red
74,73,2.5936043585157016,actual,red
74,89,3.063666567478223,actual,red
75,60,9.471348041228133,forecast,grey
75,76,8.94764478513281,forecast,grey
75,90,8.94764478513281,forecast,grey
76,61,9.426388112371106,forecast,grey
76,75,8.94764478513281,forecast,grey
76,77,8.878217875663639,forecast,grey
76,91,8.878217875663639,forecast,grey
77,62,9.329218918040269,forecast,grey
77,76,8.878217875663639,forecast,grey
77,78,8.741554921875219,forecast,grey
77,92,8.741554921875219,forecast,grey
78,63,9.163362437443055,forecast,grey
78,77,8.741554921875219,forecast,grey
78,79,8.536777541957328,forecast,grey
78,93,8.536777541957328,forecast,grey
79,64,8.901286332895324,forecast,grey
79,78,8.536777541957328,forecast,grey
79,80,8.2534672971078,forecast,grey
79,94,8.2534672971078,forecast,grey
80,65,8.507171906235499,forecast,grey
80,79,8.2534672971078,forecast,grey
80,81,7.87071033462835,forecast,grey
80,95,7.87071033462835,forecast,grey
81,66,7.94868557142533,forecast,grey
81,80,7.87071033462835,forecast,grey
81,82,7.367055075491897,forecast,grey
81,96,7.367055075491897,forecast,grey
82,67,7.216885600920315,forecast,grey
82,81,7.367055075491897,forecast,grey
82,83,6.739814840130022,forecast,grey
82,97,6.739814840130022,forecast,grey
83,68,6.345146047986207,forecast,grey
83,82,6.739814840130022,forecast,grey
83,84,6.023225989262894,forecast,grey
83,98,6.023225989262894,forecast,grey
84,69,5.413658065185758,forecast,grey
84,83,6.023225989262894,forecast,grey
84,85,5.291397161365265,forecast,grey
84,99,5.291397161365265,forecast,grey
85,70,4.531094294371751,forecast,grey
85,84,5.291397161365265,forecast,grey
85,86,4.638414409388448,forecast,grey
85,100,4.638414409388448,forecast,grey
86,71,3.7984317373512666,forecast,grey
86,85,4.638414409388448,forecast,grey
86,87,4.1422002229373875,forecast,grey
86,101,4.1422002229373875,forecast,grey
87,72,3.273497193946214,forecast,grey
87,86,4.1422002229373875,forecast,grey
87,88,3.831812100971512,forecast,grey
87,102,3.831812100971512,forecast,grey
88,73,2.5936043585157016,actual,red
88,87,3.831812100971512,forecast,grey
88,89,3.4998487636108258,actual,red
88,103,3.4998487636108258,actual,red
89,74,3.063666567478223,actual,red
89,88,3.4998487636108258,actual,red
89,104,4.1007889968611755,actual,red
90,75,8.94764478513281,forecast,grey
90,91,8.27885515941551,forecast,grey
90,105,8.27885515941551,forecast,grey
91,76,8.878217875663639,forecast,grey
91,90,8.27885515941551,forecast,grey
91,92,8.19671376937964,forecast,grey
91,106,8.19671376937964,forecast,grey
92,77,8.741554921875219,forecast,grey
92,91,8.19671376937964,forecast,grey
92,93,8.039110755475422,forecast,grey
92,107,8.039110755475422,forecast,grey
93,78,8.536777541957328,forecast,grey
93,92,8.039110755475422,forecast,grey
93,94,7.813487015993128,forecast,grey
93,108,7.813487015993128,forecast,grey
94,79,8.2534672971078,forecast,grey
94,93,7.813487015993128,forecast,grey
94,95,7.52065060422175,forecast,grey
94,109,7.52065060422175,forecast,grey
95,80,7.87071033462835,forecast,grey
95,94,7.52065060422175,forecast,grey
95,96,7.152893858657077,forecast,grey
95,110,7.152893858657077,forecast,grey
96,81,7.367055075491897,forecast,grey
96,95,7.152893858657077,forecast,grey
96,97,6.702680796839759,forecast,grey
96,111,6.702680796839759,forecast,grey
97,82,6.739814840130022,forecast,grey
97,96,6.702680796839759,forecast,grey
97,98,6.179599998044665,forecast,grey
97,112,6.179599998044665,forecast,grey
98,83,6.023225989262894,forecast,grey
98,97,6.179599998044665,forecast,grey
98,99,5.624776768160868,forecast,grey
98,113,5.624776768160868,forecast,grey
99,84,5.291397161365265,forecast,grey
99,98,5.624776768160868,forecast,grey
99,100,5.1095373398374795,forecast,grey
99,114,5.1095373398374795,forecast,grey
100,85,4.638414409388448,forecast,grey
100,99,5.1095373398374795,forecast,grey
100,101,4.712646207871206,forecast,grey
100,115,4.712646207871206,forecast,grey
101,86,4.1422002229373875,forecast,grey
101,100,4.712646207871206,forecast,grey
101,102,4.4846809659699876,forecast,grey
101,116,4.4846809659699876,forecast,grey
102,87,3.831812100971512,forecast,grey
102,101,4.4846809659699876,forecast,grey
102,103,4.419831583819013,forecast,grey
102,117,4.419831583819013,forecast,grey
103,88,3.4998487636108258,actual,red
103,102,4.419831583819013,forecast,grey
103,104,4.520352973888629,actual,red
103,118,4.520352973888629,actual,red
104,89,4.1007889968611755,actual,red
104,103,4.520352973888629,actual,red
104,119,5.254986077007362,actual,red
105,90,8.27885515941551,forecast,grey
105,106,7.5879142280953245,forecast,grey
105,120,7.5879142280953245,forecast,grey
106,91,8.19671376937964,forecast,grey
106,105,7.5879142280953245,forecast,grey
106,107,7.502615638338621,forecast,grey
106,121,7.502615638338621,forecast,grey
107,92,8.039110755475422,forecast,grey
107,106,7.502615638338621,forecast,grey
107,108,7.338320154398082,forecast,grey
107,122,7.338320154398082,forecast,grey
108,93,7.813487015993128,forecast,grey
108,107,7.338320154398082,forecast,grey
108,109,7.103648974675427,forecast,grey
108,123,7.103648974675427,forecast,grey
109,94,7.52065060422175,forecast,grey
109,108,7.103648974675427,forecast,grey
109,110,6.804887019524839,forecast,grey
109,124,6.804887019524839,forecast,grey
110,95,7.152893858657077,forecast,grey
110,109,6.804887019524839,forecast,grey
110,111,6.445879065069594,forecast,grey
110,125,6.445879065069594,forecast,grey
111,96,6.702680796839759,forecast,grey
111,110,6.445879065069594,forecast,grey
111,112,6.035911565664593,forecast,grey
111,126,6.035911565664593,forecast,grey
112,97,6.179599998044665,forecast,grey
112,111,6.035911565664593,forecast,grey
112,113,5.602577474940183,forecast,grey
112,127,5.602577474940183,forecast,grey
113,98,5.624776768160868,forecast,grey
113,112,5.602577474940183,forecast,grey
113,114,5.19962566422274,forecast,grey
113,128,5.19962566422274,forecast,grey
114,99,5.1095373398374795,forecast,grey
114,113,5.19962566422274,forecast,grey
114,115,4.898921488903461,forecast,grey
114,129,4.898921488903461,forecast,grey
115,100,4.712646207871206,forecast,grey
115,114,4.898921488903461,forecast,grey
115,116,4.763853186265048,forecast,grey
115,130,4.763853186265048,forecast,grey
116,101,4.4846809659699876,forecast,grey
116,115,4.763853186265048,forecast,grey
116,117,4.814887597394199,forecast,grey
116,131,4.814887597394199,forecast,grey
117,102,4.419831583819013,forecast,grey
117,116,4.814887597394199,forecast,grey
117,118,5.007492540297677,forecast,grey
117,132,5.007492540297677,forecast,grey
118,103,4.520352973888629,actual,red
118,117,5.007492540297677,forecast,grey
118,119,5.597234141783533,actual,red
118,133,5.597234141783533,actual,red
119,104,5.254986077007362,actual,red
119,118,5.597234141783533,actual,red
119,134,6.458049405669975,actual,red
120,105,7.5879142280953245,forecast,grey
120,121,6.995404003328187,forecast,grey
120,135,6.995404003328187,forecast,grey
121,106,7.502615638338621,forecast,grey
121,120,6.995404003328187,forecast,grey
121,122,6.912343823922582,forecast,grey
121,136,6.912343823922582,forecast,grey
122,107,7.338320154398082,forecast,grey
122,121,6.912343823922582,forecast,grey
122,123,6.748413730922774,forecast,grey
122,137,6.748413730922774,forecast,grey
123,108,7.103648974675427,forecast,grey
123,122,6.748413730922774,forecast,grey
123,124,6.50795551452745,forecast,grey
123,138,6.50795551452745,forecast,grey
124,109,6.804887019524839,forecast,grey
124,123,6.50795551452745,forecast,grey
124,125,6.198361113909377,forecast,grey
124,139,6.198361113909377,forecast,grey
125,110,6.445879065069594,forecast,grey
125,124,6.198361113909377,forecast,grey
125,126,5.833791145881575,forecast,grey
125,140,5.833791145881575,forecast,grey
126,111,6.035911565664593,forecast,grey
126,125,5.833791145881575,forecast,grey
126,127,5.442535992972139,forecast,grey
126,141,5.442535992972139,forecast,grey
127,112,5.602577474940183,forecast,grey
127,126,5.442535992972139,forecast,grey
127,128,5.074412627284884,forecast,grey
127,142,5.074412627284884,forecast,grey
128,113,5.19962566422274,forecast,grey
128,127,5.074412627284884,forecast,grey
128,129,4.799969843250817,forecast,grey
128,143,4.799969843250817,forecast,grey
129,114,4.898921488903461,forecast,grey
129,128,4.799969843250817,forecast,grey
129,130,4.694145789577709,forecast,grey
129,144,4.694145789577709,forecast,grey
130,115,4.763853186265048,forecast,grey
130,129,4.694145789577709,forecast,grey
130,131,4.805458180561063,forecast,grey
130,145,4.805458180561063,forecast,grey
131,116,4.814887597394199,forecast,grey
131,130,4.805458180561063,forecast,grey
131,132,5.123505524080169,forecast,grey
131,146,5.123505524080169,forecast,grey
132,117,5.007492540297677,forecast,grey
132,131,5.123505524080169,forecast,grey
132,133,5.564213268644192,forecast,grey
132,147,5.564213268644192,forecast,grey
133,118,5.597234141783533,actual,red
133,132,5.564213268644192,forecast,grey
133,134,6.651409177135137,actual,red
133,148,6.651409177135137,actual,red
134,119,6.458049405669975,actual,red
134,133,6.651409177135137,actual,red
134,149,7.6199348845391235,actual,red
135,120,6.995404003328187,forecast,grey
135,136,6.576419205409643,forecast,grey
135,150,6.576419205409643,forecast,grey
136,121,6.912343823922582,forecast,grey
136,135,6.576419205409643,forecast,grey
136,137,6.496818536821118,forecast,grey
136,151,6.496818536821118,forecast,grey
137,122,6.748413730922774,forecast,grey
137,136,6.496818536821118,forecast,grey
137,138,6.333675755094521,forecast,grey
137,152,6.333675755094521,forecast,grey
138,123,6.50795551452745,forecast,grey
138,137,6.333675755094521,forecast,grey
138,139,6.0840755845005505,forecast,grey
138,153,6.0840755845005505,forecast,grey
139,124,6.198361113909377,forecast,grey
139,138,6.0840755845005505,forecast,grey
139,140,5.754065878619623,forecast,grey
139,154,5.754065878619623,forecast,grey
140,125,5.833791145881575,forecast,grey
140,139,5.754065878619623,forecast,grey
140,141,5.367248722614198,forecast,grey
140,155,5.367248722614198,forecast,grey
141,126,5.442535992972139,forecast,grey
141,140,5.367248722614198,forecast,grey
141,142,4.971717943435953,forecast,grey
141,156,4.971717943435953,forecast,grey
142,127,5.074412627284884,forecast,grey
142,141,4.971717943435953,forecast,grey
142,143,4.641246988694326,forecast,grey
142,157,4.641246988694326,forecast,grey
143,128,4.799969843250817,forecast,grey
143,142,4.641246988694326,forecast,grey
143,144,4.464894099996895,forecast,grey
143,158,4.464894099996895,forecast,grey
144,129,4.694145789577709,forecast,grey
144,143,4.464894099996895,forecast,grey
144,145,4.521871720980791,forecast,grey
144,159,4.521871720980791,forecast,grey
145,130,4.805458180561063,forecast,grey
145,144,4.521871720980791,forecast,grey
145,146,4.846789934361423,forecast,grey
145,160,4.846789934361423,forecast,grey
146,131,5.123505524080169,forecast,grey
146,145,4.846789934361423,forecast,grey
146,147,5.399834245265109,forecast,grey
146,161,5.399834245265109,forecast,grey
147,132,5.564213268644192,forecast,grey
147,146,5.399834245265109,forecast,grey
147,148,6.059887702743306,forecast,grey
147,162,6.059887702743306,forecast,grey
148,133,6.651409177135137,actual,red
148,147,6.059887702743306,forecast,grey
148,149,7.592036936132288,actual,red
148,163,7.592036936132288,actual,red
149,134,7.6199348845391235,actual,red
149,148,7.592036936132288,actual,red
149,164,8.637897743004347,actual,red
150,135,6.576419205409643,forecast,grey
150,151,6.341704690703415,forecast,grey
150,165,6.341704690703415,forecast,grey
151,136,6.496818536821118,forecast,grey
151,150,6.341704690703415,forecast,grey
151,152,6.264020290433088,forecast,grey
151,166,6.264020290433088,forecast,grey
152,137,6.333675755094521,forecast,grey
152,151,6.264020290433088,forecast,grey
152,153,6.098319816446972,forecast,grey
152,167,6.098319816446972,forecast,grey
153,138,6.0840755845005505,forecast,grey
153,152,6.098319816446972,forecast,grey
153,154,5.833947256022716,forecast,grey
153,168,5.833947256022716,forecast,grey
154,139,5.754065878619623,forecast,grey
154,153,5.833947256022716,forecast,grey
154,155,5.474943063782046,forecast,grey
154,169,5.474943063782046,forecast,grey
155,140,5.367248722614198,forecast,grey
155,154,5.474943063782046,forecast,grey
155,156,5.053521839153521,forecast,grey
155,170,5.053521839153521,forecast,grey
156,141,4.971717943435953,forecast,grey
156,155,5.053521839153521,forecast,grey
156,157,4.636558832980882,forecast,grey
156,171,4.636558832980882,forecast,grey
157,142,4.641246988694326,forecast,grey
157,156,4.636558832980882,forecast,grey
157,158,4.32060454413425,forecast,grey
157,172,4.32060454413425,forecast,grey
158,143,4.464894099996895,forecast,grey
158,157,4.32060454413425,forecast,grey
158,159,4.212183192657648,forecast,grey
158,173,4.212183192657648,forecast,grey
159,144,4.521871720980791,forecast,grey
159,158,4.212183192657648,forecast,grey
159,160,4.39452679244787,forecast,grey
159,174,4.39452679244787,forecast,grey
160,145,4.846789934361423,forecast,grey
160,159,4.39452679244787,forecast,grey
160,161,4.8896976220072546,forecast,grey
160,175,4.8896976220072546,forecast,grey
161,146,5.399834245265109,forecast,grey
161,160,4.8896976220072546,forecast,grey
161,162,5.631982896581988,forecast,grey
161,176,5.631982896581988,forecast,grey
162,147,6.059887702743306,forecast,grey
162,161,5.631982896581988,forecast,grey
162,163,6.468689557165449,forecast,grey
162,177,6.468689557165449,forecast,grey
163,148,7.592036936132288,actual,red
163,162,6.468689557165449,forecast,grey
163,164,8.332750900299844,actual,red
163,178,8.332750900299844,actual,red
164,149,8.637897743004347,actual,red
164,163,8.332750900299844,actual,red
164,179,9.415939980413569,actual,red
165,150,6.341704690703415,forecast,grey
165,166,6.2488064973218265,forecast,grey
165,180,6.2488064973218265,forecast,grey
166,151,6.264020290433088,forecast,grey
166,165,6.2488064973218265,forecast,grey
166,167,6.170643066797805,forecast,grey
166,181,6.170643066797805,forecast,grey
167,152,6.098319816446972,forecast,grey
167,166,6.170643066797805,forecast,grey
167,168,5.998675165067297,forecast,grey
167,182,5.998675165067297,forecast,grey
168,153,5.833947256022716,forecast,grey
168,167,5.998675165067297,forecast,grey
168,169,5.715865277870066,forecast,grey
168,183,5.715865277870066,forecast,grey
169,154,5.474943063782046,forecast,grey
169,168,5.715865277870066,forecast,grey
169,170,5.324768403846773,forecast,grey
169,184,5.324768403846773,forecast,grey
170,155,5.053521839153521,forecast,grey
170,169,5.324768403846773,forecast,grey
170,171,4.865099963099069,forecast,grey
170,185,4.865099963099069,forecast,grey
171,156,4.636558832980882,forecast,grey
171,170,4.865099963099069,forecast,grey
171,172,4.419713126882215,forecast,grey
171,186,4.419713126882215,forecast,grey
172,157,4.32060454413425,forecast,grey
172,171,4.419713126882215,forecast,grey
172,173,4.104199218168996,forecast,grey
172,187,4.104199218168996,forecast,grey
173,158,4.212183192657648,forecast,grey
173,172,4.104199218168996,forecast,grey
173,174,4.039243366486892,forecast,grey
173,188,4.039243366486892,forecast,grey
174,159,4.39452679244787,forecast,grey
174,173,4.039243366486892,forecast,grey
174,175,4.310755615409587,forecast,grey
174,189,4.310755615409587,forecast,grey
175,160,4.8896976220072546,forecast,grey
175,174,4.310755615409587,forecast,grey
175,176,4.929997438471945,forecast,grey
175,190,4.929997438471945,forecast,grey
176,161,5.631982896581988,forecast,grey
176,175,4.929997438471945,forecast,grey
176,177,5.810393566127574,forecast,grey
176,191,5.810393566127574,forecast,grey
177,162,6.468689557165449,forecast,grey
177,176,5.810393566127574,forecast,grey
177,178,6.775084721776501,forecast,grey
177,192,6.775084721776501,forecast,grey
178,163,8.332750900299844,actual,red
178,177,6.775084721776501,forecast,grey
178,179,8.805004773891467,actual,red
178,193,8.805004773891467,actual,red
179,164,9.415939980413569,actual,red
179,178,8.805004773891467,actual,red
179,194,9.882503738588476,actual,red
180,165,6.2488064973218265,forecast,grey
180,181,6.23406304153699,forecast,grey
180,195,6.23406304153699,forecast,grey
181,166,6.170643066797805,forecast,grey
181,180,6.23406304153699,forecast,grey
181,182,6.153706010142164,forecast,grey
181,196,6.153706010142164,forecast,grey
182,167,5.998675165067297,forecast,grey
182,181,6.153706010142164,forecast,grey
182,183,5.9737543555508825,forecast,grey
182,197,5.9737543555508825,forecast,grey
183,168,5.715865277870066,forecast,grey
183,182,5.9737543555508825,forecast,grey
183,184,5.67297275495279,forecast,grey
183,198,5.67297275495279,forecast,grey
184,169,5.324768403846773,forecast,grey
184,183,5.67297275495279,forecast,grey
184,185,5.253357829742704,forecast,grey
184,199,5.253357829742704,forecast,grey
185,170,4.865099963099069,forecast,grey
185,184,5.253357829742704,forecast,grey
185,186,4.760590975828933,forecast,grey
185,200,4.760590975828933,forecast,grey
186,171,4.419713126882215,forecast,grey
186,185,4.760590975828933,forecast,grey
186,187,4.289500501548494,forecast,grey
186,201,4.289500501548494,forecast,grey
187,172,4.104199218168996,forecast,grey
187,186,4.289500501548494,forecast,grey
187,188,3.969501674124307,forecast,grey
187,202,3.969501674124307,forecast,grey
188,173,4.039243366486892,forecast,grey
188,187,3.969501674124307,forecast,grey
188,189,3.9310213583298186,forecast,grey
188,203,3.9310213583298186,forecast,grey
189,174,4.310755615409587,forecast,grey
189,188,3.9310213583298186,forecast,grey
189,190,4.260976418059329,forecast,grey
189,204,4.260976418059329,forecast,grey
190,175,4.929997438471945,forecast,grey
190,189,4.260976418059329,forecast,grey
190,191,4.961983099231691,forecast,grey
190,205,4.961983099231691,forecast,grey
191,176,5.810393566127574,forecast,grey
191,190,4.961983099231691,forecast,grey
191,192,5.932341165786403,forecast,grey
191,206,5.932341165786403,forecast,grey
192,177,6.775084721776501,forecast,grey
192,191,5.932341165786403,forecast,grey
192,193,6.978900693577413,forecast,grey
192,207,6.978900693577413,forecast,grey
193,178,8.805004773891467,actual,red
193,192,6.978900693577413,forecast,grey
193,194,8.965809072351112,actual,red
193,208,8.965809072351112,actual,red
194,179,9.882503738588476,actual,red
194,193,8.965809072351112,actual,red
194,209,10.0,actual,red
195,180,6.23406304153699,forecast,grey
195,196,6.244963687988475,forecast,grey
195,210,6.244963687988475,forecast,grey
196,181,6.153706010142164,forecast,grey
196,195,6.244963687988475,forecast,grey
196,197,6.162067131883962,forecast,grey
196,211,6.162067131883962,forecast,grey
197,182,5.9737543555508825,forecast,grey
197,196,6.162067131883962,forecast,grey
